playerName,birthdate,matchShare,squadName,competitionName,Build_Up_Passing_Score,Defensive_Ability_Score,Final_Third_Quality_Score,Overall_RWB_Score,Build_Up_Passing_Score_Percentile_League,Defensive_Ability_Score_Percentile_League,Final_Third_Quality_Score_Percentile_League,Overall_RWB_Score_Percentile_League,Age,Cluster
Hyeon-seok Doo,1995-12-21,14.9033,Gwangju FC,K League 1,1.078802893202773,-0.2964386686228936,0.3535730169555306,0.2711149022525306,95.0,35.0,85.0,80.0,29,1
Denys Taraduda,2000-08-17,8.8497,Zemplin Michalovce,Fortuna Liga,-0.3704370274465211,1.49852388770941,-0.4049043251785317,0.2681890088786499,40.74074074074074,100.0,29.629629629629623,81.48148148148148,24,0
Andrés Herrera,1998-11-03,11.6175,CA River Plate,Liga Profesional de Fútbol,0.8607260974630339,-0.2089520193090523,0.3756594314704256,0.26805875689613,84.61538461538461,34.61538461538461,76.92307692307693,82.6923076923077,26,1
Salvatore Boccia,2001-06-06,11.2178,Arzignano Valchiampo,Serie C - Girone A,-0.3422027419753883,0.0392137953803215,0.7169881518906598,0.2679289483388318,37.03703703703704,51.85185185185185,96.29629629629628,74.07407407407408,23,2
Roy Levy,2000-01-13,12.1217,FC Ashdod,Ligat ha'Al,-0.1481075642574047,0.3264503279153182,0.406891468488853,0.2677372627388642,46.666666666666664,80.0,86.66666666666667,80.0,25,0
Jonathan Clauss,1992-09-25,16.8495,OGC Nizza,Ligue 1,-0.4319647908364311,0.1091557625282347,0.6989137768532679,0.2663227583015665,31.57894736842105,52.63157894736842,94.73684210526316,78.94736842105263,32,2
Willean Lepo,1997-01-16,14.7059,Esporte Clube Vitória,Campeonato Brasileiro Série A,-0.4068646468724434,1.0177914307254894,-0.0197296591849708,0.2659757247461957,28.57142857142857,97.14285714285714,51.42857142857142,71.42857142857143,28,0
Henry Rorig,2000-03-03,22.1856,FC Energie Cottbus,3. Liga,0.7051967770827886,0.7677648608661393,-0.3231603398944573,0.2643349037672006,86.20689655172413,96.55172413793105,31.03448275862069,75.86206896551724,25,0
Anan Khalaili,2004-09-03,11.6879,Royale Union Saint Gilloise,Jupiler Pro League,-0.3026542256764759,0.0396834044414799,0.6898294213354479,0.2637815860201744,38.095238095238095,57.14285714285714,90.47619047619048,85.71428571428571,20,2
Ludvig Langrekken,1999-01-03,15.2182,Kongsvinger IL,OBOS-ligaen,0.4034822970775645,-0.01915818253488,0.4209616465966661,0.2634238364968047,75.0,45.0,80.0,70.0,26,2
Simon Gefvert,1997-03-28,9.6569,Västerås SK,Allsvenskan,1.4184423370836483,-1.0273368585114038,0.751734319556058,0.2624010107379644,100.0,12.5,95.83333333333334,79.16666666666666,28,2
Henry Johnson,2008-01-01,11.6762,Newcastle United U18,U18 Premier League ,0.4791013238521259,1.064567519845044,-0.4600639317530817,0.2613901274273038,84.61538461538461,100.0,23.076923076923077,92.3076923076923,17,0
Gastón Martirena,2000-01-05,23.698,Racing Club,Liga Profesional de Fútbol,0.2801774856810302,-0.1244243828503997,0.5524880688548265,0.261106594123238,59.61538461538461,40.38461538461539,84.61538461538461,80.76923076923077,25,2
Matthew Sheldon,1992-08-23,11.0549,Detroit City FC,USL Championship,0.3672649427872744,0.6386392054336025,-0.0819415554709659,0.2601030104972811,72.97297297297297,89.1891891891892,56.75675675675676,78.37837837837837,32,0
Patrick Pflücke,1996-11-30,11.3322,KV Mechelen,Jupiler Pro League,0.8727762358169715,-0.6883294159077179,0.7230489705479692,0.2590119883422792,95.23809523809524,14.285714285714285,95.23809523809524,80.95238095238095,28,2
Cristian Cerretti,2001-08-23,11.28,US Città di Pontedera,Serie C - Girone B,0.19573101848417,0.6706828464918813,-0.033205297023786,0.2589428163082887,63.33333333333333,86.66666666666667,53.333333333333336,66.66666666666666,23,0
Joan Castro,1997-01-13,21.0535,Atlético Nacional,Liga Dimayor I,0.0866513388809723,0.4229088558234432,0.207353772672366,0.2586575650169643,63.41463414634146,75.60975609756098,65.85365853658537,80.48780487804879,28,0
Julian Korb,1992-03-21,13.8446,Borussia Mönchengladbach II,Regionalliga West,1.3757592369257117,0.5018578214587215,-0.4279727181185372,0.2582143617423531,100.0,80.0,20.0,75.0,33,0
Joaquín García,2001-08-20,30.502,Vélez Sarsfield,Liga Profesional de Fútbol,0.7515213721857206,0.8319500043655335,-0.4081666947434294,0.2578117633305375,82.6923076923077,94.23076923076924,19.230769230769234,78.84615384615384,23,0
Kevin Serna,1997-12-22,8.6958,Club Alianza Lima,Liga 1 Apertura,-0.6247223517680034,-0.7487532451506629,1.4294272975321365,0.2562341777331287,31.03448275862069,13.79310344827586,100.0,86.20689655172413,27,2
Raoul Giger,1997-10-29,15.7699,FC Lausanne-Sport,Super League,0.4144194932082736,0.6783761012678506,-0.1427153483733583,0.2560936273173912,87.5,87.5,50.0,75.0,27,0
Fabricio Bustos,1996-04-28,12.9283,CA River Plate,Liga Profesional de Fútbol,1.4538858888683888,0.1802370465491138,-0.2175911395335081,0.2559441312757889,100.0,69.23076923076923,48.07692307692308,76.92307692307693,29,1
Barlon Sequeira,1998-05-25,8.2578,AD Municipal Liberia,Primera División Apertura,0.7854169943371759,0.1278437066556193,0.1199385536723524,0.2558010453494606,87.27272727272727,60.0,61.81818181818181,76.36363636363637,27,1
George Langston,2002-11-07,8.9173,Braintree Town,National League,-0.8408399591997613,1.00764890585213,0.1579873103438605,0.2556034148630304,18.91891891891892,97.2972972972973,67.56756756756756,72.97297297297297,22,0
Lukas Simko,1999-06-30,13.0835,Zemplin Michalovce,Fortuna Liga,-0.2570500685016873,1.1186891070322107,-0.1895070134752386,0.2548530176970788,51.85185185185185,92.5925925925926,40.74074074074074,77.77777777777779,25,0
Patrick Sutter,1999-01-18,17.7244,FC Stade-Lausanne-Ouchy,Challenge League,0.2244784222236745,-0.3617651077432499,0.7477421210331792,0.2547618511995281,69.23076923076923,30.76923076923077,100.0,84.61538461538461,26,2
Przemyslaw Frankowski,1995-04-12,15.239,RC Lens,Ligue 1,1.1274361488030331,-0.2736633786445118,0.277900907875663,0.2547604557790758,94.73684210526316,36.84210526315789,73.68421052631578,73.68421052631578,30,1
Jean Manuel Mbom,2000-02-24,14.5577,Viborg FF,Superligaen,0.6291247535473435,0.8045030960913604,-0.3401164265810584,0.2543486423799685,72.72727272727273,90.9090909090909,27.27272727272727,72.72727272727273,25,0
Nathan Harriel,2001-04-23,19.9591,Philadelphia Union,Major League Soccer,-0.6772384403486004,0.9706897447894796,0.109414141074749,0.2535300860902348,16.216216216216218,94.5945945945946,67.56756756756756,78.37837837837837,24,0
Anton Schumann,2008-07-26,8.2263,VfL Wolfsburg U17,U17 DFB-Nachwuchsliga,-0.351080194335385,0.1488293310726749,0.6027216314580351,0.253098961164475,28.57142857142857,65.71428571428571,91.42857142857144,74.28571428571429,16,2
Mattia Zanotti,2003-01-11,12.9043,FC Lugano,Super League,0.1992183939328105,-0.5712675140280409,0.9181398960618016,0.2530630021045585,56.25,25.0,100.0,68.75,22,2
Carson Vom Steeg,1999-02-01,8.5,Memphis 901 FC,USL Championship,0.3248418545502618,0.57254489978364,-0.0280996966669808,0.2527142223341849,70.27027027027027,83.78378378378379,62.16216216216216,75.67567567567568,26,0
Saeed Juma Hassan,1998-07-08,12.4435,Al-Bataeh CSC,UAE Pro League,0.9186375556890763,0.2416526279279168,-0.0370556388611327,0.2516308934250764,90.0,60.0,70.0,90.0,26,1
Cheick Oumar Konaté,2004-04-02,19.4938,Clermont Foot 63,Ligue 2,0.2542529188430994,0.161035335940418,0.3183234184325656,0.2504584896424207,73.07692307692307,57.692307692307686,76.92307692307693,69.23076923076923,21,2
Bogdan Mykhaylichenko,1997-03-21,9.5873,FK Polissya Zhytomyr,Premier Liga,-0.2591285655120681,0.8253166486468373,0.0281499896048947,0.249702609246182,31.25,93.75,62.5,81.25,28,0
Stefan Posch,1997-05-14,8.0016,FC Bologna,Serie A,0.8711849988641073,0.3323477867474658,-0.0912107027960774,0.2495139088761996,96.0,72.0,56.00000000000001,80.0,28,0
Eivind Helland,2005-04-25,9.5665,SK Brann,Eliteserien,0.2100761913215847,1.0251925468514238,-0.3417197258363301,0.2470587530359667,53.84615384615385,100.0,23.076923076923077,76.92307692307693,20,0
Yerson Candelo,1992-02-24,16.4812,CD América de Cali,Liga Dimayor I,0.4889916617117678,-0.4335394512118649,0.6644536754438909,0.2450636783679517,82.92682926829268,19.51219512195122,85.36585365853658,78.04878048780488,33,2
Tiago Manso,1999-12-13,11.8534,CD Tondela,Liga Portugal 2,-1.1751640561570624,0.2425373345404337,0.8774234170014003,0.2446957935083694,9.090909090909092,63.63636363636363,95.45454545454544,81.81818181818183,25,2
Ben Wilmot,1999-11-04,9.4608,Stoke City,Championship,0.6325720511692209,0.7792062948009771,-0.346131377471542,0.2434774935519922,83.33333333333334,94.44444444444444,27.77777777777778,80.55555555555556,25,0
Federico Bergonzi,2001-01-12,13.4268,Atalanta U23,Serie C - Girone A,0.9475547425535572,-0.3680155827639325,0.4048815403933831,0.2429021877203575,88.88888888888889,29.629629629629623,85.18518518518519,70.37037037037037,24,1
August Wängberg,1993-12-30,27.7519,GAIS Göteborg,Allsvenskan,0.2049503221458156,0.4651079738966069,0.0869245300211849,0.2428938938025087,50.0,75.0,54.166666666666664,75.0,31,0
Tom James,1996-04-15,14.4688,Leyton Orient,League One,0.0454158799315822,0.4828721319980964,0.142807823395937,0.2423519427138218,54.54545454545454,78.78787878787878,63.63636363636363,81.81818181818183,29,0
Anilson,2001-09-04,21.408,FC Paços de Ferreira,Liga Portugal 2,-0.0455403377300863,0.8091963691592818,-0.0739611012081959,0.2408281661160432,50.0,90.9090909090909,54.54545454545454,77.27272727272727,23,0
Adams Friday,2002-11-23,13.2812,FC Botosani,SuperLiga,-0.489720476038379,0.4679930089751064,0.3874887865301495,0.2402234118721787,28.000000000000004,92.0,84.0,76.0,22,0
Miller Mareco,1994-01-31,27.3042,Club General Caballero (JLM),Primera División Apertura,-0.7159749201004448,1.239932887560483,-0.1125185686031207,0.2401481707546756,20.0,96.36363636363636,45.45454545454545,74.54545454545455,31,0
Jorge Toledo,1996-06-22,24.0512,Comerciantes Unidos,Liga 1 Apertura,0.3865538000978006,0.7388256271891114,-0.2143451561175045,0.239444409282872,75.86206896551724,89.65517241379311,44.827586206896555,82.75862068965517,28,0
Jakob Voelkerling Persson,2000-09-27,10.6342,IK Sirius,Allsvenskan,-0.384841224333,0.6335533829224109,0.2079346426345947,0.2383460283418114,33.33333333333333,91.66666666666666,66.66666666666666,70.83333333333334,24,0
Hampus Skoglund,2004-03-01,22.0647,Hammarby IF,Allsvenskan,-0.0385748508841277,0.1354747547619251,0.440390781833584,0.237877045814961,41.66666666666667,45.83333333333333,87.5,66.66666666666666,21,2
Cesar Weilid,1997-11-10,26.1936,IK Brage,Superettan,1.0542495815619066,0.2145736835880028,-0.1085487212534566,0.2371037810041268,95.65217391304348,60.86956521739131,43.47826086956522,86.95652173913044,27,1
Gaëtan Paquiez,1994-02-15,15.2546,Grenoble Foot 38,Ligue 2,0.0025652387353557,0.3593320533183587,0.245896224884032,0.2369325676063111,42.30769230769231,69.23076923076923,73.07692307692307,65.38461538461539,31,0
Pawel Stolarski,1996-01-28,12.0879,Motor Lublin,PKO BP Ekstraklasa,0.2424076535236292,0.1914376608267148,0.2691946984491483,0.2366223262961928,63.1578947368421,73.68421052631578,73.68421052631578,78.94736842105263,29,0
Fynn Arkenberg,1996-03-04,17.211,Hannover 96 II,3. Liga,-0.8162159056425917,1.529614487101132,-0.3012717627589772,0.236549596115338,20.689655172413794,100.0,37.93103448275862,72.41379310344827,29,0
Halldor Stenevik,2000-02-02,14.2354,Molde FK,Eliteserien,0.4118911640385163,-0.237550243041806,0.5266519955725089,0.2362290457507002,69.23076923076923,30.76923076923077,88.46153846153845,73.07692307692307,25,2
Bart van Rooij,2001-05-26,9.2837,FC Twente Enschede,Europa League,-0.2097658156739435,0.8748333006671599,-0.0662171179392956,0.2344407890260342,33.33333333333333,100.0,66.66666666666666,66.66666666666666,23,0
Joaquin Seys,2005-03-28,16.2341,FC Brügge,Jupiler Pro League,0.7569827697657942,0.3538088211399289,-0.0913815007295238,0.2341079660238482,90.47619047619048,66.66666666666666,52.38095238095239,76.19047619047619,20,0
Masahiro Sekiguchi,1998-04-21,10.5979,Ventforet Kofu,J2 League,0.0690642787763786,0.2963930185404803,0.2584921080469862,0.2338718608655876,61.111111111111114,69.44444444444444,69.44444444444444,77.77777777777779,27,0
Leeroy Owusu,1996-08-13,17.6273,Odense Boldklub,1.Division,1.024793618425753,-1.0297397424350916,0.8630529628341748,0.2329236471082472,100.0,9.090909090909092,100.0,72.72727272727273,28,2
Lorenzo Dickmann,1996-09-24,23.8396,Brescia Calcio,Serie B,0.433986719169157,0.1277173513585497,0.2228091003793192,0.2317625119800174,81.25,75.0,75.0,90.625,28,1
Johan Madrid,1996-11-26,19.2831,Universidad César Vallejo,Liga 1 Apertura,0.6795652851851377,0.3498143012102634,-0.0620814125827764,0.2304114267983703,86.20689655172413,75.86206896551724,62.06896551724138,79.3103448275862,28,0
Filip Loftesnes-Bjune,2005-04-08,11.3298,Sandefjord Fotball,Eliteserien,0.569040421490395,0.1022133020202246,0.1791466846719716,0.2301987481075448,84.61538461538461,69.23076923076923,80.76923076923077,69.23076923076923,20,1
Philipp Hanke,1993-04-04,9.3213,1. FC Bocholt,Regionalliga West,0.3885456289080664,0.2800788376819286,0.1200419743690917,0.2297556074363795,70.0,70.0,70.0,70.0,32,0
Dylan Nealis,1998-07-30,23.9823,New York Red Bulls,Major League Soccer,-0.5820788322404054,1.2241212996536392,-0.18316365556875,0.2296030434247551,21.62162162162162,97.2972972972973,40.54054054054054,75.67567567567568,26,0
Álex Lizancos,2003-09-14,21.3957,CD Lugo,Primera Federación - Grupo I,-0.0049364237045472,0.5850668323627224,0.0565612215146995,0.2292386562676581,54.54545454545454,86.36363636363636,59.09090909090909,72.72727272727273,21,0
Matisse Samoise,2001-11-21,11.7623,KAA Gent,Jupiler Pro League,0.3195407000798586,0.4275592142516612,0.0322405675609959,0.2280621204065012,66.66666666666666,85.71428571428571,66.66666666666666,71.42857142857143,23,0
Brad Potts,1994-07-03,15.7405,Preston North End,Championship,-0.0793895976607125,-0.111156385005811,0.6284241074916921,0.228008194087085,52.77777777777778,38.88888888888889,91.66666666666666,77.77777777777779,30,2
Terry Devlin,2003-11-06,9.8282,FC Portsmouth,Championship,-0.4369417812702219,0.932864603748636,-0.0254610602844269,0.227656777929986,30.555555555555557,100.0,55.55555555555556,75.0,21,0
Ainsley Maitland-Niles,1997-08-29,11.9395,Olympique Lyon,Ligue 1,-0.028445266949634,0.2383207219669552,0.330635359653791,0.2265091111427134,52.63157894736842,63.1578947368421,78.94736842105263,68.42105263157895,27,0
Eric Meza,1999-04-08,21.4263,Club Estudiantes de La Plata,Liga Profesional de Fútbol,0.2551442183481885,-0.2418841037635675,0.5744177650462235,0.2248574016231897,57.692307692307686,28.846153846153843,86.53846153846155,75.0,26,2
Niko Kirwan,1995-09-04,13.5236,Calcio Padova,Serie C - Girone A,0.8064912401276932,0.2206971614495596,-0.0304268337543308,0.2248501793434356,81.48148148148148,74.07407407407408,55.55555555555556,66.66666666666666,29,1
Yvann Titi,2006-05-05,9.8325,Lommel SK,Challenger Pro League,0.9343579046845152,0.0515037089314229,0.0424378938568426,0.2239949312984803,94.44444444444444,66.66666666666666,44.44444444444444,72.22222222222221,19,1
Salim Rashid,1993-12-21,8.873,Ittihad Kalba FC,UAE Pro League,-0.2469429333176329,1.1119213858033343,-0.2574035081091951,0.2239523197185025,30.0,100.0,40.0,80.0,31,0
Aleksandar Lutovac,1997-06-28,10.2359,FK IMT Belgrad,Super liga Srbije,-0.7000058844079708,0.9765117893498418,0.0476718372315567,0.223230276145051,15.789473684210526,100.0,57.89473684210527,68.42105263157895,27,0
Felix Hörberg,1999-05-19,25.8867,Trelleborgs FF,Superettan,0.5899458086996697,-0.0006129554061595,0.2321461258186594,0.2222403839661748,78.26086956521739,52.17391304347826,78.26086956521739,82.6086956521739,26,1
Mark Spanring,2001-06-13,21.6404,NK Bravo,Prva Liga,0.1062584017055698,0.1623809109952037,0.3181125916089521,0.2212356654134637,61.53846153846154,69.23076923076923,69.23076923076923,76.92307692307693,23,0
Gabriel de León,1993-03-03,11.7182,AD Municipal Liberia,Primera División Apertura,0.3274796844129227,-0.5692432673867075,0.7887846976052088,0.2212139072195809,65.45454545454545,16.363636363636363,96.36363636363636,72.72727272727273,32,2
Fabián Viáfara,1992-03-16,17.9422,CD La Equidad Seguros SA,Liga Dimayor I,0.2719700837785149,-0.1328100972943442,0.4675436997099028,0.2183051475721388,78.04878048780488,36.58536585365854,78.04878048780488,75.60975609756098,33,2
Dylan Escobar,2000-12-02,24.9048,Coquimbo Unido,Primera División de Chile,-0.4236456111337555,0.4009472051956849,0.3600503077249002,0.2176250380679437,42.857142857142854,80.95238095238095,76.19047619047619,76.19047619047619,24,0
Keelan Adams,2001-11-13,20.0,Falkirk FC,Scottish Championship,1.0700397191460973,-1.020624095719058,0.8016943916376499,0.2175519865644916,88.88888888888889,11.11111111111111,100.0,77.77777777777779,23,2
Gabriele Zappa,1999-12-22,17.7873,Cagliari Calcio,Serie A,0.6427820879652755,0.4802815153654775,-0.1763333613684547,0.2173049353551676,84.0,80.0,48.0,76.0,25,0
Felipe Campos,1993-11-08,13.9149,CD Everton,Primera División de Chile,0.6592708371022825,0.941113049237834,-0.5439966153662572,0.2164452577388826,80.95238095238095,100.0,19.047619047619047,71.42857142857143,31,0
José Andrés Hurtado,2001-12-23,14.7036,Red Bull Bragantino,Campeonato Brasileiro Série A,-0.7525626608818975,0.3277899814049576,0.5591143767995679,0.2158154308751612,20.0,65.71428571428571,88.57142857142857,68.57142857142857,23,2
Kadin Chung,1998-09-05,14.0139,Vancouver FC,Canadian Premier League,-0.0097343727522177,0.2931232194708378,0.2542646628261004,0.2150653505360949,55.55555555555556,77.77777777777779,77.77777777777779,88.88888888888889,26,0
Oleksiy Sych,2001-04-01,15.2378,Rukh Lviv,Premier Liga,-0.4993989975797906,-0.5995319660855649,1.1649466739377154,0.2145100156260661,25.0,21.875,100.0,78.125,24,2
Khiry Shelton,1993-06-26,11.3793,Sporting Kansas City,Major League Soccer,0.2305483130320779,0.4721091325269171,0.0050170854107838,0.2136055474256893,59.45945945945946,72.97297297297297,54.054054054054056,72.97297297297297,31,0
Khellven,2001-02-25,10.8272,ZSKA Moskau,Premier Liga,-0.1593056442985702,-0.294982585251736,0.7743010834463079,0.2133304538530169,37.5,31.25,93.75,75.0,24,2
Óscar Opazo,1990-10-18,15.2203,CSD Colo Colo,Primera División de Chile,1.7329623500607532,-0.0658876823337573,-0.2456676165010237,0.2129813537698749,100.0,47.61904761904761,38.095238095238095,66.66666666666666,34,1
Perry Ng,1996-04-27,21.7007,Cardiff City,Championship,0.6385566046325826,0.237758032538765,0.0040975204356432,0.2127705165111237,86.11111111111111,69.44444444444444,58.333333333333336,72.22222222222221,29,0
Yimy Gamero,2002-01-07,13.8782,Asociación Deportiva Tarma,Liga 1 Apertura,0.1680209564411598,-0.4916372683418021,0.7803531836690685,0.2126900800196821,48.27586206896552,24.13793103448276,86.20689655172413,75.86206896551724,23,2
Koa Santos,1999-09-21,21.779,Colorado Springs Switchbacks FC,USL Championship,0.2563683374104378,0.3035292401285842,0.1207532171475009,0.2118478492434675,62.16216216216216,67.56756756756756,72.97297297297297,72.97297297297297,25,0
Marcos Rocha,1988-12-11,19.9713,SE Palmeiras São Paulo,Campeonato Brasileiro Série A,1.1344801394139192,0.1111459058796196,-0.1215876446395204,0.2110826548528665,97.14285714285714,54.285714285714285,40.0,65.71428571428571,36,1
Marcos Luna,2003-04-05,11.0117,Real Saragossa,LaLiga2,0.2600128063076375,0.2435933084822383,0.1632903357066703,0.2107408702983125,60.60606060606061,66.66666666666666,66.66666666666666,81.81818181818183,22,0
Michael Bryant,1995-04-02,13.8826,Detroit City FC,USL Championship,0.7258066321798295,1.0411450259463453,-0.6647029600615024,0.2104457534895106,89.1891891891892,97.2972972972973,13.513513513513514,70.27027027027027,30,0
George Fowler,1997-11-20,10.7808,Maidstone United,National League South,0.7557223778513141,0.1803730089476919,-0.0087199555956763,0.2103510486839006,79.16666666666666,62.5,58.333333333333336,79.16666666666666,27,1
Naoto Arai,1996-10-07,21.0082,Sanfrecce Hiroshima,J1 League,0.0663141583030124,0.0828520557466656,0.3728882111197141,0.2100607461758068,57.14285714285714,46.42857142857143,85.71428571428571,85.71428571428571,28,2
Leon Parker,,11.4576,FC Middlesbrough U18,U18 Premier League ,-0.7836157972789789,0.7075962097646386,0.263925392121462,0.2097019404164856,15.384615384615383,92.3076923076923,76.92307692307693,84.61538461538461,0,0
Kenny Tete,1995-10-09,12.9057,FC Fulham,Premier League,0.2201451643824427,0.4637823332756826,0.0054223394171885,0.2087929022607123,56.00000000000001,88.0,60.0,72.0,29,0
Federico Bernardeschi,1994-02-16,16.5046,Toronto FC,Major League Soccer,0.0604755803928887,-1.2659929626870237,1.4216748291045038,0.2087512522351462,51.35135135135135,5.405405405405405,100.0,70.27027027027027,31,2
Alain García,1999-01-25,9.3557,Atlético Sanluqueño,Primera Federación - Grupo II,0.0599148567766194,0.4406509045491363,0.0941849517973623,0.2085940162563346,50.0,80.76923076923077,57.692307692307686,73.07692307692307,26,0
Tobi Adebayo-Rowling,1996-11-16,21.107,AFC Rochdale,National League,0.1350581665512936,-0.6290506865613751,0.892637489398332,0.2085307632430268,59.45945945945946,24.324324324324326,97.2972972972973,70.27027027027027,28,2
Ryota Takada,2000-06-10,17.2916,Vegalta Sendai,J2 League,0.0124145170308413,1.035981403069949,-0.3489087815911298,0.2080674427646419,52.77777777777778,97.2222222222222,41.66666666666667,75.0,24,0
Gustavo Giménez,1987-06-19,8.876,Club Sol de América,Primera División Apertura,-0.1051327409381113,1.0097416618866988,-0.2814687251314851,0.2057221071635539,45.45454545454545,92.72727272727272,30.909090909090907,70.9090909090909,37,0
Marcel Krajewski,2004-10-21,11.4437,Widzew Łódź,PKO BP Ekstraklasa,-0.1408217864539181,0.2242544570984843,0.3439072124096692,0.205082948278037,42.10526315789473,78.94736842105263,84.21052631578947,73.68421052631578,20,0
Will Greenidge,2002-05-15,8.7979,FC Hornchurch,National League South,-1.0581178131017823,1.5528514141068626,-0.2844824183438833,0.2038573440622978,8.333333333333332,100.0,37.5,75.0,23,0
Ken Matsubara,1993-02-16,24.8084,Yokohama F. Marinos,J1 League,1.1375939507375077,0.1890836969654688,-0.2000886311026689,0.2036582000892146,96.42857142857144,60.71428571428571,39.285714285714285,82.14285714285714,32,1
Arash Motaraghebjafarpour,2003-03-19,9.4234,Kalmar FF,Allsvenskan,0.3311284405411392,0.413918252365563,-0.0173181195080286,0.203303922657562,62.5,70.83333333333334,50.0,62.5,22,0
Walmer Pacheco,1995-01-16,15.2323,Junior FC,Liga Dimayor I,0.5920738013659322,0.8722092478501349,-0.4907248196002918,0.2028618282006023,85.36585365853658,97.5609756097561,21.951219512195124,73.17073170731707,30,0
Zakaria El Ouahdi,2001-12-31,22.0094,KRC Genk,Jupiler Pro League,0.7128210786507522,-0.0645327894162524,0.1839341184935808,0.2027480927565734,80.95238095238095,47.61904761904761,76.19047619047619,66.66666666666666,23,1
Óscar de Marcos,1989-04-14,13.6783,Athletic Bilbao,LaLiga,0.6594052955785453,-0.2370114188075248,0.340094835326701,0.2019697384300908,86.95652173913044,43.47826086956522,82.6086956521739,82.6086956521739,36,1
Toby Sims,1998-10-15,23.5424,Harrogate Town,League Two,-0.600705042116396,1.3357603511635563,-0.3242871701943126,0.2014458878965248,22.857142857142858,100.0,28.57142857142857,80.0,26,0
Rafael Uzcátegui,2004-10-04,9.1929,Boyacá Chicó FC,Liga Dimayor I,-0.2094869375287448,1.231806078745835,-0.4174732779073642,0.2013717649969793,34.146341463414636,100.0,24.390243902439025,70.73170731707317,20,0
Alessandro Raimo,1999-03-08,9.2826,Catania SSD,Serie C - Girone C,-0.4725979047554637,-0.2086544901737065,0.8182168172213499,0.2006489152377173,40.909090909090914,40.909090909090914,100.0,72.72727272727273,26,2
Tae-hyun An,1993-03-01,10.1942,Jeju United,K League 1,-0.3008886824309137,1.074282362747402,-0.2590653742285726,0.1992416720725502,40.0,100.0,40.0,75.0,32,0
Pacheco,1991-06-05,15.8495,Guarani FC (SP),Campeonato Brasileiro Série B,1.2833985587064725,-0.2030329880559894,0.0292629471856791,0.1987864921552538,96.66666666666669,36.666666666666664,60.0,76.66666666666667,33,1
Isak Dahlqvist,2001-09-25,19.7261,Örgryte IS,Superettan,-0.0481346780020461,-0.396771319136263,0.769674302707209,0.1978565389201428,47.82608695652174,30.434782608695656,95.65217391304348,78.26086956521739,23,2
Simon Smehyl,1994-02-09,8.874,KFC Komarno,Fortuna Liga,1.100739200197507,-0.4042770190725317,0.2648607803508007,0.1978382345219756,96.29629629629628,18.51851851851852,74.07407407407408,74.07407407407408,31,1
Omar El Hilali,2003-09-12,19.2091,Espanyol Barcelona,LaLiga,-0.2636451672651062,1.264334001148479,-0.4267233189296162,0.1977623734306191,43.47826086956522,100.0,17.391304347826086,78.26086956521739,21,0
Malo Gusto,2003-05-19,15.2125,FC Chelsea,Premier League,0.4936196553559876,0.4827234888072667,-0.1562789593965286,0.1973516204253029,84.0,92.0,44.0,68.0,22,0
Emerson Royal,1999-01-14,14.9674,AC Mailand,Serie A,0.3476717143051556,0.8262233347478855,-0.3587013662434234,0.1972968952132504,72.0,88.0,28.000000000000004,72.0,26,0
Sylian Mokono,1999-03-22,13.5722,VVV-Venlo,Keuken Kampioen Divisie,-0.774130271929924,1.046127489434309,-0.0314170981660871,0.1971808727412841,14.285714285714285,96.42857142857144,60.71428571428571,75.0,26,0
Birkir Már Saevarsson,1984-11-11,22.2136,Valur Reykjavík,Besta deild,0.1105381862307507,-0.395781584136068,0.6930538903933753,0.1954583334755452,46.666666666666664,33.33333333333333,100.0,93.33333333333331,40,2
Luis Bezjak,2003-01-13,9.4556,DJK Vilzing,Regionalliga Bayern,-0.5949982418397647,0.7035115424614016,0.1508921676010569,0.1951308669140132,31.25,93.75,62.5,68.75,22,0
Kevin Custovic,2000-02-03,11.0257,Varbergs BoIS,Superettan,0.6110756789734453,0.2336477095662905,-0.0198443704831372,0.1950618674254789,82.6086956521739,69.56521739130434,56.52173913043478,73.91304347826086,25,0
Luther James-Wildin,1997-12-03,18.0,FC Stevenage,League One,-0.1658193375694725,0.5584297193212229,0.0719420189570458,0.1946604427792041,45.45454545454545,81.81818181818183,54.54545454545454,78.78787878787878,27,0
Luca Hoole,2002-06-02,27.9247,Shrewsbury Town,League One,-1.1345326163162983,1.3713829361515275,-0.130405826079377,0.1943948826540552,3.0303030303030303,100.0,48.48484848484848,75.75757575757575,22,0
Yael López,1998-12-17,17.1286,AD Guanacasteca,Primera División Apertura,0.687832724767614,0.0862515990882241,0.0577856853597829,0.1937581630463035,83.63636363636363,54.54545454545454,58.18181818181818,69.0909090909091,26,1
Martín Ortega,1999-08-20,25.0796,Club Atlético Tigre,Liga Profesional de Fútbol,0.5100884624570758,0.2094607810249847,0.0407685743632801,0.1936748243136359,73.07692307692307,71.15384615384616,61.53846153846154,73.07692307692307,25,0
Dennis Appiah,1992-06-09,17.8031,AS Saint-Étienne,Ligue 1,-0.2308775864692865,0.8917436780030489,-0.1622721066567495,0.1929123220116725,47.368421052631575,94.73684210526316,52.63157894736842,63.1578947368421,32,0
Lewie Coyle,1995-10-15,31.1434,Hull City,Championship,0.6872048953076481,0.235504809090377,-0.060316757872414,0.1927251212005752,88.88888888888889,66.66666666666666,50.0,69.44444444444444,29,0
