playerName,birthdate,matchShare,squadName,competitionName,Build_Up_Passing_Score,Defensive_Ability_Score,Final_Third_Quality_Score,Overall_RWB_Score,Build_Up_Passing_Score_Percentile_League,Defensive_Ability_Score_Percentile_League,Final_Third_Quality_Score_Percentile_League,Overall_RWB_Score_Percentile_League
Massien Ghaddari,2005-05-27,11.4593,FC Utrecht II,Keuken Kampioen Divisie,0.16932830635831925,0.494957190912453,0.28243857480120377,0.33419803675156406,60.71428571428571,75.0,71.42857142857143,85.71428571428571
Xabi Irurita,2002-01-02,15.0259,Bilbao Athletic,Primera Federación - Grupo I,0.8975570674002985,0.24840103818914822,0.14921352671105692,0.3335978638662372,90.9090909090909,63.63636363636363,72.72727272727273,77.27272727272727
Jakob Lemmer,2000-04-26,9.2702,SG Dynamo Dresden,3. Liga,1.0257692584773372,0.05373748226939643,0.23567596995125167,0.3300161569678195,93.10344827586206,62.06896551724138,72.41379310344827,82.75862068965517
Aaron Wan-Bissaka,1997-11-26,20.6908,West Ham United,Premier League,0.1739239630075828,0.074340021519693,0.5967554770384671,0.32934376480071936,52.0,52.0,84.0,88.0
Adam Forrester,2005-03-31,10.772,Heart of Midlothian FC,Scottish Premiership,-0.17506345543321797,1.063509722515347,-0.01858869246916728,0.3288508001826025,62.5,100.0,68.75,81.25
Alex Silva,1993-06-15,10.5853,CA Progreso,Primera División Apertura,-0.12670258702200107,-0.5946709572501521,1.2467686100412425,0.32757052207660575,43.63636363636363,14.545454545454545,100.0,85.45454545454545
Kazuma Okamoto,2003-09-19,9.1653,Montedio Yamagata,J2 League,0.6571640579690948,0.6091654174861781,-0.038047547057476594,0.32751931153811686,80.55555555555556,86.11111111111111,50.0,83.33333333333334
Daniel Muñoz,1996-05-26,24.6588,Crystal Palace,Premier League,-0.7822296292240649,0.274962467228407,0.860859419200487,0.3271776763253486,16.0,64.0,96.0,84.0
Thomas Meunier,1991-09-12,13.2091,LOSC Lille,Ligue 1,0.45499327374960935,0.5362454337342909,0.10377455825459961,0.3253831077714935,78.94736842105263,84.21052631578947,57.89473684210527,89.47368421052632
Juan Luis Alfaro,1999-10-16,24.5162,Club Nacional Asunción,Primera División Apertura,0.20934786097865896,0.8242795621739413,-0.011525008464926725,0.3251811651473942,58.18181818181818,90.9090909090909,50.90909090909091,83.63636363636363
Javier Aquino,1990-02-11,24.8699,Tigres UANL,Liga MX Apertura,0.1973347453049565,0.7518401292264494,0.048886921335598826,0.32461010889126807,63.1578947368421,89.47368421052632,57.89473684210527,84.21052631578947
Benoît Nyssen,1997-09-12,20.6896,SV Zulte Waregem,Challenger Pro League,0.7950075542378846,-0.4874895473044295,0.743665904425256,0.32302982628239185,83.33333333333334,22.22222222222222,100.0,83.33333333333334
Christopher Lannert,1998-06-08,21.5766,Arminia Bielefeld,3. Liga,0.5742371222232242,0.5625713313827245,0.023882553181633376,0.32249453936033345,79.3103448275862,89.65517241379311,55.172413793103445,79.3103448275862
Kealey Adamson,2003-02-17,18.8887,Macarthur FC,A-League Men,0.1222513250185531,0.8683388780362794,-0.013166810208360476,0.32244380772264614,63.63636363636363,100.0,72.72727272727273,81.81818181818183
Danny Imray,2003-07-27,18.2755,FC Bromley,League Two,-0.78233509164784,0.0329084596207363,1.0373865591054876,0.32187489413515913,14.285714285714285,45.714285714285715,100.0,88.57142857142857
Franck Fomeyem,1999-10-17,15.1894,Antequera CF,Primera Federación - Grupo II,0.3947281656833323,1.206046810495827,-0.39886023716815694,0.3215749100845353,73.07692307692307,100.0,23.076923076923077,80.76923076923077
Umberto Germano,1992-04-22,14.698,US Triestina,Serie C - Girone A,1.5601228460342764,0.45536704186905846,-0.3353654781917918,0.3204885686747194,100.0,77.77777777777779,29.629629629629626,88.88888888888889
Iván Ramírez,1994-12-08,24.351,Club Libertad Asunción,Primera División Apertura,1.3010349564420722,-0.20085063876169498,0.2861091581324058,0.31865838888140385,96.36363636363636,34.54545454545455,78.18181818181819,81.81818181818183
João Lucas,1998-03-09,28.1715,EC Juventude,Campeonato Brasileiro Série A,-0.09428510435874385,0.10499118459289389,0.6682947039501306,0.3186225105133228,51.42857142857142,51.42857142857142,97.14285714285714,77.14285714285715
Adam Senior,2002-01-20,21.1831,FC Halifax Town,National League,0.37817081457585194,0.5785646915842737,0.08631350450530195,0.31697288199705204,75.67567567567568,83.78378378378379,59.45945945945946,78.37837837837837
Ramon Guzzo,2004-07-05,9.0638,FC Wil 1900,Challenge League,0.459946972248258,0.22331477065324715,0.3253018374116333,0.31653539101352307,92.3076923076923,84.61538461538461,84.61538461538461,92.3076923076923
Noussair Mazraoui,1997-11-14,13.3804,Manchester United,Premier League,0.3217673070270088,0.6409199618305197,0.06114358606019246,0.3161900617731703,72.0,96.0,64.0,80.0
Mirnes Becirovic,1989-01-10,9.9447,Floridsdorfer AC,2. Liga,1.6466182683346278,0.7461622922870342,-0.6108365173396749,0.3156040231645338,100.0,85.71428571428571,7.142857142857142,92.85714285714286
Reggy Rivera,1998-07-17,23.2196,AD San Carlos,Primera División Apertura,1.1117013361949215,-0.6632720416826524,0.7225906026853329,0.3153608238584558,94.54545454545455,10.909090909090908,92.72727272727272,80.0
Leandro Lozano,1998-12-19,22.1804,Club Nacional,Primera División Apertura,1.0397665607199242,-0.13604880143840026,0.34266425905593456,0.3145351482157153,92.72727272727272,43.63636363636363,81.81818181818183,78.18181818181819
Guilherme,2001-02-08,9.9643,ACSM Politehnica Iasi,SuperLiga,-1.1051759236430325,1.3686049150601343,0.12507984648606119,0.31426246646116796,4.0,96.0,68.0,80.0
Asahi Masuyama,1997-01-29,17.2721,V-Varen Nagasaki,J2 League,0.6526314667221494,0.14995005625103203,0.2903185097822116,0.3136521424342863,77.77777777777779,58.333333333333336,75.0,80.55555555555556
René Guder,1994-09-06,16.3192,SC Weiche Flensburg 08,Regionalliga Nord,0.37670936072828065,-0.3094251990209908,0.7698159368781705,0.3134602240834861,84.21052631578947,36.84210526315789,94.73684210526315,73.68421052631578
Taha Şahin,2000-10-22,24.0012,Caykur Rizespor,Süper Lig,0.4175393054913569,-0.16264326382736707,0.6362425115127619,0.31289184893943583,68.18181818181817,40.909090909090914,90.9090909090909,81.81818181818183
Aleksandar Filipovic,1994-12-20,12.4002,FK Partizan Belgrad,Super liga Srbije,1.0188905715833194,0.4183031272177947,-0.08795854733499378,0.31060286254214486,89.47368421052632,73.68421052631578,47.368421052631575,73.68421052631578
Stephen Turnbull,1998-03-13,24.0607,Rhode Island FC,USL Championship,-0.2447333750349007,0.41506880788318146,0.47534607421697506,0.31023314114977213,37.83783783783784,72.97297297297297,81.08108108108108,83.78378378378379
Jonas Kehl,2001-02-26,16.2485,SpVgg Bayreuth,Regionalliga Bayern,-0.11830080939131075,0.583428664195625,0.2871085665163663,0.3097387255225714,50.0,75.0,93.75,75.0
Viktor Gey,1996-02-02,13.2815,MTK Budapest,Nemzeti Bajnokság,1.3535326850302927,-0.30173517423981333,0.32007042350584847,0.3091309165997557,100.0,38.46153846153847,84.61538461538461,84.61538461538461
Andrea Gemignani,1996-02-13,16.8594,Lucchese 1905,Serie C - Girone B,-0.24546093912793637,0.5304434861930216,0.3822871763192772,0.3085922616856451,43.333333333333336,76.66666666666667,83.33333333333334,70.0
Damiano Lia,1997-11-25,18.3554,ACR Messina,Serie C - Girone C,0.4482376546864096,0.23227310294059303,0.3045796369682039,0.30800395360218125,63.63636363636363,72.72727272727273,86.36363636363636,90.9090909090909
Seiya Maikuma,1997-10-16,17.3949,AZ Alkmaar,Eredivisie,0.4298240379938405,0.7990045062593504,-0.130434526840919,0.30692084771112715,78.94736842105263,94.73684210526315,42.10526315789473,84.21052631578947
Nikolay Rasskazov,1998-01-04,11.8417,Krylya Sovetov Samara,Premier Liga,1.4452232688186517,-0.7023849236078392,0.5848564353146473,0.30639532639257794,100.0,15.625,87.5,90.625
Elijah Dijkstra,2006-08-05,17.2095,AZ Alkmaar II,Keuken Kampioen Divisie,0.7956813737770574,-0.6518148985493342,0.8330139349258034,0.3058573309797561,89.28571428571429,14.285714285714285,96.42857142857143,82.14285714285714
Samuele Regazzetti,2004-07-16,15.3931,FC Lumezzane,Serie C - Girone A,1.0224908599827267,0.590798315946597,-0.2348261829906504,0.30560580023206163,92.5925925925926,85.18518518518519,37.03703703703704,85.18518518518519
Kevin Coronel,2004-08-11,10.6653,Argentinos Juniors,Liga Profesional de Fútbol,1.1150188687702707,0.5034989215497531,-0.20903897752755585,0.30516085640906754,94.23076923076923,82.6923076923077,50.0,84.61538461538461
Rafa Mentzingen,1996-05-02,23.8991,North Carolina FC,USL Championship,-0.5122422636247613,-0.3911045924275126,1.2077089367712142,0.30413396147246463,21.62162162162162,18.91891891891892,100.0,81.08108108108108
Lukas Kübler,1992-08-30,16.0004,SC Freiburg,1. Bundesliga,-0.009052608683790724,0.946195537244348,-0.05672116035345526,0.3038333941397087,60.0,100.0,50.0,75.0
Dylan Durivaux,2001-06-18,9.6683,Red Star FC,Ligue 2,0.5527859767664706,0.697805941860091,-0.11637553878707761,0.30242028255014103,84.61538461538461,88.46153846153845,53.84615384615385,76.92307692307693
Jai Rowe,2001-08-08,24.7053,Boston United,National League,-0.13027022771699887,0.2079224356783262,0.5669434408362889,0.3018433553203444,37.83783783783784,51.35135135135135,81.08108108108108,75.67567567567568
Moussa Mané,2003-11-19,20.688,ASD Team Altamura,Serie C - Girone C,-0.9480669403609469,1.1937632662490854,0.16239578149984338,0.3012818567899199,9.090909090909092,95.45454545454545,63.63636363636363,86.36363636363636
Diogo Dalot,1999-03-18,8.0693,Manchester United,Premier League,0.5059882724647524,-0.27280588798680755,0.6520347351909825,0.29913122453351,88.0,36.0,92.0,76.0
Jon Taylor,1992-07-20,8.0632,Salford City,League Two,-0.1667880635075169,-0.366434780619776,1.0208430515617128,0.29776958728434577,42.857142857142854,28.57142857142857,97.14285714285714,85.71428571428571
Apostolos Konstantopoulos,2002-08-02,8.6299,Beerschot V.A.,Jupiler Pro League,0.1837989786782964,1.1977518259367463,-0.3516759491626513,0.29771875769032735,57.14285714285714,100.0,28.57142857142857,90.47619047619048
Seiya Maikuma,1997-10-16,9.7014,AZ Alkmaar,Europa League,0.07768325811885714,-0.05914893497767171,0.6713180457407059,0.296927644964904,66.66666666666666,66.66666666666666,100.0,100.0
Shaquil Delos,1999-06-16,10.2671,Grenoble Foot 38,Ligue 2,-0.9259244537910283,0.7317909334140597,0.5002266226489197,0.2960439161287291,15.384615384615385,92.3076923076923,84.61538461538461,73.07692307692307
Albion Marku,2000-10-14,14.3769,ETO FC Győr,Nemzeti Bajnokság,-0.30973208320955453,0.6412296518696048,0.2967448164003643,0.29601912889261467,46.15384615384615,92.3076923076923,76.92307692307693,76.92307692307693
Javi Rueda,2002-05-08,19.0564,Albacete Balompié,LaLiga2,-0.13542874507838892,0.748806607678419,0.13054785880076283,0.29374310013211213,45.45454545454545,93.93939393939394,57.57575757575758,84.84848484848484
José Ángel Carmona,2002-01-29,19.6863,FC Sevilla,LaLiga,0.3710210146821729,0.9363287822958231,-0.24503770856893003,0.29165230788395413,73.91304347826086,91.30434782608695,30.434782608695656,86.95652173913044
David Vicente,1999-04-23,15.1307,Real Murcia,Primera Federación - Grupo II,0.09613236759913736,0.8320392876801346,-0.043893509684072934,0.29068814485004174,57.692307692307686,96.15384615384616,46.15384615384615,76.92307692307693
Paulo Henrique,1996-07-25,27.1153,Vasco da Gama Rio de Janeiro,Campeonato Brasileiro Série A,-0.12145842665774147,0.6865142544866961,0.1650947586212198,0.29028094511834424,48.57142857142857,88.57142857142857,60.0,74.28571428571429
Denis Donkor,2003-12-20,19.6935,Rot-Weiß Oberhausen,Regionalliga West,-0.43364131011008117,-0.8079418334707281,1.4657838891165649,0.2900948463656831,25.0,10.0,100.0,80.0
Michael Lang,1998-07-04,11.2147,Grazer AK 1902,Bundesliga,-0.34828721630280385,-0.005082546056675174,0.7979980460292724,0.2876627863327755,33.33333333333333,50.0,100.0,83.33333333333334
Hannes Burkhardt,2008-03-06,8.9652,1. FC Heidenheim 1846 U17,U17 DFB-Nachwuchsliga,0.6170933141630744,0.767644176929948,-0.23258281021370888,0.2874318601619277,85.71428571428571,94.28571428571428,37.142857142857146,82.85714285714286
Erdoğan Yeşilyurt,1993-11-06,8.6336,Antalyaspor,Süper Lig,0.6148121646547805,-0.5972126546082404,0.8297574407589597,0.2873288521596039,81.81818181818183,18.181818181818183,95.45454545454545,77.27272727272727
Chiori Johnson,1997-10-05,8.4454,Welling United,National League South,0.04605142342849384,0.19683246698809728,0.46243740838087977,0.28619848190292874,62.5,66.66666666666666,87.5,87.5
Jan Gyamerah,1995-06-18,9.8387,1. FC Kaiserslautern,2. Bundesliga,0.9085018636636139,0.47637649336890336,-0.13845932770622174,0.28612544794403916,89.47368421052632,73.68421052631578,42.10526315789473,78.94736842105263
Daniil Denisov,2002-10-21,13.2217,Spartak Moskau,Premier Liga,0.262094232728547,0.9725843784526582,-0.23807429094889598,0.28568994807713655,59.375,96.875,31.25,87.5
Martin Salentinig,1992-11-03,17.0582,ASK Voitsberg,2. Liga,0.22798782210354243,0.8530972509260561,-0.13002901536278394,0.2856685453315754,78.57142857142857,100.0,50.0,85.71428571428571
Nicolò Calabrese,2004-11-16,8.2737,Virtusvecomp Verona,Serie C - Girone A,-0.43869896825578153,0.5794094005820348,0.3772694378148966,0.2848247435692593,25.925925925925924,81.48148148148148,81.48148148148148,81.48148148148148
Jonas Ahrens,2008-09-20,8.6963,Holstein Kiel U17,U17 DFB-Nachwuchsliga,-0.33476782477114764,0.5631995479566478,0.34249638119074244,0.2842896483664313,31.428571428571427,85.71428571428571,77.14285714285715,80.0
Yentl Van Genechten,2000-08-18,23.4879,KAS Eupen,Challenger Pro League,0.18669221508058212,-0.20397083438845492,0.7061719165552204,0.28372601343000636,61.111111111111114,61.111111111111114,94.44444444444444,77.77777777777779
Odeluga Offiah,2002-10-26,16.9635,FC Blackpool,League One,0.7724196189928806,0.5913473010782816,-0.17595002172870372,0.282277969398058,84.84848484848484,84.84848484848484,42.42424242424242,87.87878787878788
Anfernee Dijksteel,1996-10-27,19.6184,FC Middlesbrough,Championship,1.1351055698537345,0.3505446738804236,-0.15000473685740434,0.2822096182430632,94.44444444444444,72.22222222222221,41.66666666666667,83.33333333333334
Gabriele Mulazzi,2003-04-01,9.3792,Juventus Next Gen,Serie C - Girone C,0.8867472405425207,-0.08564709379639604,0.29887380143451703,0.2818661759252982,90.9090909090909,59.09090909090909,81.81818181818183,81.81818181818183
Wagner Pina,2002-11-03,20.0639,GD Estoril Praia,Liga Portugal Bwin,-0.1819174127458041,0.1840316998962132,0.5630252984667865,0.28138899672456774,43.47826086956522,60.86956521739131,86.95652173913044,78.26086956521739
Pietro Ciotti,1999-07-31,21.7122,FC Trapani 1905,Serie C - Girone C,0.5868807550002201,0.3890339029375844,0.05829231214239372,0.2797695574922757,72.72727272727273,81.81818181818183,59.09090909090909,77.27272727272727
Taylor Moore,1997-05-12,10.5742,Bristol Rovers,League One,0.5744565476076554,0.7006542824199714,-0.18284036185582764,0.27784214553339864,78.78787878787878,87.87878787878788,39.39393939393939,84.84848484848484
Matt Briggs,1996-02-07,8.3549,Dorking Wanderers,National League South,-0.4946185037404164,-0.4078803420822906,1.1527445428116088,0.277053223788339,33.33333333333333,37.5,95.83333333333334,83.33333333333334
Yazan Obayda,2008-07-04,12.0039,1. FC Köln U17,U17 DFB-Nachwuchsliga,0.3802920364394947,0.6199364587125881,-0.035531172262142696,0.2770471403193405,74.28571428571429,91.42857142857143,48.57142857142857,77.14285714285715
Marcos Vinícius,1997-03-26,34.4034,Avaí FC (SC),Campeonato Brasileiro Série B,0.2685011941832162,0.3368244486927175,0.23189676070258453,0.27594233819525743,70.0,73.33333333333333,66.66666666666666,80.0
Lorenz Assignon,2000-06-22,17.9508,FC Stade Rennes,Ligue 1,-0.0017394191147052731,-0.076735361182102,0.6734538468156784,0.27584897083037857,57.89473684210527,47.368421052631575,89.47368421052632,84.21052631578947
Ryan Cooney,2000-02-26,27.5,Crewe Alexandra,League Two,0.0833552088473466,0.23252445492324197,0.39460520202161725,0.2756269419023318,51.42857142857142,65.71428571428571,77.14285714285715,82.85714285714286
Dinis Pinto,2000-08-24,17.2294,Moreirense FC,Liga Portugal Bwin,0.034973655091747144,0.5235780538383503,0.1892462225796428,0.2754078500226113,52.17391304347826,82.6086956521739,73.91304347826086,73.91304347826086
Eli Dasa,1992-12-03,9.8256,Dinamo Moskau,Premier Liga,0.060273597467513054,0.08623571427261056,0.5160128858375055,0.2744430181157938,46.875,56.25,84.375,84.375
Ilias Bronkhorst,1997-05-10,22.9917,Excelsior Rotterdam,Keuken Kampioen Divisie,0.5036202036003309,-0.25196253074352654,0.5820090100341857,0.27444120947521544,75.0,32.142857142857146,85.71428571428571,78.57142857142857
Borja González,1995-11-17,19.8125,OFI Kreta,Super League 1,0.4353416334847943,-0.3118198680245383,0.6574855903298531,0.27379988853680437,78.94736842105263,31.57894736842105,84.21052631578947,84.21052631578947
Alexander Jensen,2001-08-24,25.1438,IF Brommapojkarna,Allsvenskan,0.8019201466227981,-0.1325306280057419,0.3542165539541258,0.2733957588019066,87.5,37.5,83.33333333333334,83.33333333333334
Léider Riascos,2000-07-04,12.4384,CD La Equidad Seguros SA,Liga Dimayor I,0.23939315558236965,0.04091434891395407,0.468911772590618,0.273208950902136,70.73170731707317,56.09756097560976,80.48780487804879,82.92682926829268
Franco Lepore,1985-08-16,13.063,Calcio Lecco 1912,Serie C - Girone A,0.7053351514394787,0.6011814649577623,-0.17831724256571171,0.27123778386854225,74.07407407407408,88.88888888888889,40.74074074074074,77.77777777777779
Hyeon-seok Doo,1995-12-21,14.9033,Gwangju FC,K League 1,1.078802893202773,-0.2964386686228936,0.3535730169555306,0.2711149022525306,95.0,35.0,85.0,80.0
Denys Taraduda,2000-08-17,8.8497,Zemplin Michalovce,Fortuna Liga,-0.3704370274465211,1.49852388770941,-0.4049043251785317,0.26818900887864994,40.74074074074074,100.0,29.629629629629626,81.48148148148148
Andrés Herrera,1998-11-03,11.6175,CA River Plate,Liga Profesional de Fútbol,0.8607260974630339,-0.2089520193090523,0.37565943147042563,0.26805875689613,84.61538461538461,34.61538461538461,76.92307692307693,82.6923076923077
Salvatore Boccia,2001-06-06,11.2178,Arzignano Valchiampo,Serie C - Girone A,-0.3422027419753883,0.03921379538032159,0.7169881518906598,0.2679289483388318,37.03703703703704,51.85185185185185,96.29629629629629,74.07407407407408
Roy Levy,2000-01-13,12.1217,FC Ashdod,Ligat ha'Al,-0.1481075642574047,0.3264503279153182,0.406891468488853,0.2677372627388642,46.666666666666664,80.0,86.66666666666667,80.0
Jonathan Clauss,1992-09-25,16.8495,OGC Nizza,Ligue 1,-0.4319647908364311,0.10915576252823478,0.6989137768532679,0.26632275830156654,31.57894736842105,52.63157894736842,94.73684210526315,78.94736842105263
Willean Lepo,1997-01-16,14.7059,Esporte Clube Vitória,Campeonato Brasileiro Série A,-0.40686464687244345,1.0177914307254894,-0.019729659184970882,0.2659757247461957,28.57142857142857,97.14285714285714,51.42857142857142,71.42857142857143
Henry Rorig,2000-03-03,22.1856,FC Energie Cottbus,3. Liga,0.7051967770827886,0.7677648608661393,-0.3231603398944573,0.26433490376720065,86.20689655172413,96.55172413793103,31.03448275862069,75.86206896551724
Anan Khalaili,2004-09-03,11.6879,Royale Union Saint Gilloise,Jupiler Pro League,-0.3026542256764759,0.03968340444147993,0.6898294213354479,0.2637815860201744,38.095238095238095,57.14285714285714,90.47619047619048,85.71428571428571
Ludvig Langrekken,1999-01-03,15.2182,Kongsvinger IL,OBOS-ligaen,0.40348229707756456,-0.019158182534880004,0.4209616465966661,0.2634238364968047,75.0,45.0,80.0,70.0
Simon Gefvert,1997-03-28,9.6569,Västerås SK,Allsvenskan,1.4184423370836483,-1.0273368585114038,0.751734319556058,0.26240101073796446,100.0,12.5,95.83333333333334,79.16666666666666
Henry Johnson,2008-01-01,11.6762,Newcastle United U18,U18 Premier League ,0.47910132385212595,1.064567519845044,-0.4600639317530817,0.2613901274273038,84.61538461538461,100.0,23.076923076923077,92.3076923076923
Gastón Martirena,2000-01-05,23.698,Racing Club,Liga Profesional de Fútbol,0.2801774856810302,-0.12442438285039978,0.5524880688548265,0.26110659412323806,59.61538461538461,40.38461538461539,84.61538461538461,80.76923076923077
Matthew Sheldon,1992-08-23,11.0549,Detroit City FC,USL Championship,0.3672649427872744,0.6386392054336025,-0.08194155547096593,0.2601030104972811,72.97297297297297,89.1891891891892,56.75675675675676,78.37837837837837
Patrick Pflücke,1996-11-30,11.3322,KV Mechelen,Jupiler Pro League,0.8727762358169715,-0.6883294159077179,0.7230489705479692,0.25901198834227923,95.23809523809523,14.285714285714285,95.23809523809523,80.95238095238095
Cristian Cerretti,2001-08-23,11.28,US Città di Pontedera,Serie C - Girone B,0.19573101848417002,0.6706828464918813,-0.03320529702378605,0.2589428163082887,63.33333333333333,86.66666666666667,53.333333333333336,66.66666666666666
Joan Castro,1997-01-13,21.0535,Atlético Nacional,Liga Dimayor I,0.08665133888097235,0.4229088558234432,0.20735377267236602,0.2586575650169643,63.41463414634146,75.60975609756098,65.85365853658537,80.48780487804879
Julian Korb,1992-03-21,13.8446,Borussia Mönchengladbach II,Regionalliga West,1.3757592369257117,0.5018578214587215,-0.42797271811853727,0.2582143617423531,100.0,80.0,20.0,75.0
Joaquín García,2001-08-20,30.502,Vélez Sarsfield,Liga Profesional de Fútbol,0.7515213721857206,0.8319500043655335,-0.4081666947434294,0.25781176333053757,82.6923076923077,94.23076923076923,19.230769230769234,78.84615384615384
Kevin Serna,1997-12-22,8.6958,Club Alianza Lima,Liga 1 Apertura,-0.6247223517680034,-0.7487532451506629,1.4294272975321363,0.2562341777331287,31.03448275862069,13.793103448275861,100.0,86.20689655172413
Raoul Giger,1997-10-29,15.7699,FC Lausanne-Sport,Super League,0.4144194932082736,0.6783761012678506,-0.1427153483733583,0.2560936273173912,87.5,87.5,50.0,75.0
Fabricio Bustos,1996-04-28,12.9283,CA River Plate,Liga Profesional de Fútbol,1.4538858888683888,0.18023704654911382,-0.21759113953350812,0.25594413127578897,100.0,69.23076923076923,48.07692307692308,76.92307692307693
Barlon Sequeira,1998-05-25,8.2578,AD Municipal Liberia,Primera División Apertura,0.7854169943371759,0.12784370665561937,0.11993855367235243,0.2558010453494606,87.27272727272727,60.0,61.81818181818181,76.36363636363637
George Langston,2002-11-07,8.9173,Braintree Town,National League,-0.8408399591997613,1.0076489058521299,0.15798731034386054,0.2556034148630304,18.91891891891892,97.2972972972973,67.56756756756756,72.97297297297297
Lukas Simko,1999-06-30,13.0835,Zemplin Michalovce,Fortuna Liga,-0.2570500685016873,1.1186891070322107,-0.1895070134752386,0.25485301769707885,51.85185185185185,92.5925925925926,40.74074074074074,77.77777777777779
Patrick Sutter,1999-01-18,17.7244,FC Stade-Lausanne-Ouchy,Challenge League,0.2244784222236745,-0.3617651077432499,0.7477421210331792,0.2547618511995281,69.23076923076923,30.76923076923077,100.0,84.61538461538461
Przemyslaw Frankowski,1995-04-12,15.239,RC Lens,Ligue 1,1.1274361488030331,-0.27366337864451185,0.277900907875663,0.25476045577907586,94.73684210526315,36.84210526315789,73.68421052631578,73.68421052631578
Jean Manuel Mbom,2000-02-24,14.5577,Viborg FF,Superligaen,0.6291247535473435,0.8045030960913604,-0.34011642658105845,0.25434864237996857,72.72727272727273,90.9090909090909,27.27272727272727,72.72727272727273
Nathan Harriel,2001-04-23,19.9591,Philadelphia Union,Major League Soccer,-0.6772384403486004,0.9706897447894797,0.10941414107474906,0.25353008609023486,16.216216216216218,94.5945945945946,67.56756756756756,78.37837837837837
Anton Schumann,2008-07-26,8.2263,VfL Wolfsburg U17,U17 DFB-Nachwuchsliga,-0.351080194335385,0.14882933107267496,0.6027216314580351,0.25309896116447506,28.57142857142857,65.71428571428571,91.42857142857143,74.28571428571429
Mattia Zanotti,2003-01-11,12.9043,FC Lugano,Super League,0.19921839393281054,-0.5712675140280409,0.9181398960618017,0.25306300210455857,56.25,25.0,100.0,68.75
Carson Vom Steeg,1999-02-01,8.5,Memphis 901 FC,USL Championship,0.3248418545502618,0.57254489978364,-0.028099696666980867,0.25271422233418495,70.27027027027027,83.78378378378379,62.16216216216216,75.67567567567568
Saeed Juma Hassan,1998-07-08,12.4435,Al-Bataeh CSC,UAE Pro League,0.9186375556890765,0.2416526279279168,-0.03705563886113275,0.25163089342507644,90.0,60.0,70.0,90.0
Cheick Oumar Konaté,2004-04-02,19.4938,Clermont Foot 63,Ligue 2,0.2542529188430994,0.16103533594041802,0.3183234184325656,0.25045848964242073,73.07692307692307,57.692307692307686,76.92307692307693,69.23076923076923
Bogdan Mykhaylichenko,1997-03-21,9.5873,FK Polissya Zhytomyr,Premier Liga,-0.25912856551206814,0.8253166486468373,0.028149989604894732,0.24970260924618204,31.25,93.75,62.5,81.25
Stefan Posch,1997-05-14,8.0016,FC Bologna,Serie A,0.8711849988641073,0.3323477867474658,-0.0912107027960774,0.24951390887619967,96.0,72.0,56.00000000000001,80.0
Eivind Helland,2005-04-25,9.5665,SK Brann,Eliteserien,0.2100761913215847,1.0251925468514238,-0.3417197258363301,0.2470587530359667,53.84615384615385,100.0,23.076923076923077,76.92307692307693
Yerson Candelo,1992-02-24,16.4812,CD América de Cali,Liga Dimayor I,0.48899166171176783,-0.4335394512118649,0.6644536754438909,0.24506367836795176,82.92682926829268,19.51219512195122,85.36585365853658,78.04878048780488
Tiago Manso,1999-12-13,11.8534,CD Tondela,Liga Portugal 2,-1.1751640561570624,0.24253733454043375,0.8774234170014003,0.2446957935083694,9.090909090909092,63.63636363636363,95.45454545454545,81.81818181818183
Ben Wilmot,1999-11-04,9.4608,Stoke City,Championship,0.6325720511692209,0.7792062948009771,-0.346131377471542,0.24347749355199225,83.33333333333334,94.44444444444444,27.77777777777778,80.55555555555556
Federico Bergonzi,2001-01-12,13.4268,Atalanta U23,Serie C - Girone A,0.9475547425535572,-0.36801558276393254,0.40488154039338314,0.2429021877203575,88.88888888888889,29.629629629629626,85.18518518518519,70.37037037037037
August Wängberg,1993-12-30,27.7519,GAIS Göteborg,Allsvenskan,0.20495032214581568,0.4651079738966069,0.08692453002118496,0.24289389380250878,50.0,75.0,54.166666666666664,75.0
Tom James,1996-04-15,14.4688,Leyton Orient,League One,0.04541587993158221,0.4828721319980964,0.142807823395937,0.24235194271382185,54.54545454545454,78.78787878787878,63.63636363636363,81.81818181818183
Anilson,2001-09-04,21.408,FC Paços de Ferreira,Liga Portugal 2,-0.04554033773008633,0.8091963691592818,-0.07396110120819593,0.2408281661160432,50.0,90.9090909090909,54.54545454545454,77.27272727272727
Adams Friday,2002-11-23,13.2812,FC Botosani,SuperLiga,-0.48972047603837904,0.46799300897510643,0.3874887865301495,0.24022341187217872,28.000000000000004,92.0,84.0,76.0
Miller Mareco,1994-01-31,27.3042,Club General Caballero (JLM),Primera División Apertura,-0.7159749201004448,1.239932887560483,-0.11251856860312079,0.24014817075467568,20.0,96.36363636363636,45.45454545454545,74.54545454545455
Jorge Toledo,1996-06-22,24.0512,Comerciantes Unidos,Liga 1 Apertura,0.3865538000978006,0.7388256271891114,-0.21434515611750454,0.23944440928287203,75.86206896551724,89.65517241379311,44.827586206896555,82.75862068965517
Jakob Voelkerling Persson,2000-09-27,10.6342,IK Sirius,Allsvenskan,-0.384841224333,0.6335533829224109,0.2079346426345947,0.23834602834181143,33.33333333333333,91.66666666666666,66.66666666666666,70.83333333333334
Hampus Skoglund,2004-03-01,22.0647,Hammarby IF,Allsvenskan,-0.03857485088412772,0.1354747547619251,0.44039078183358404,0.23787704581496105,41.66666666666667,45.83333333333333,87.5,66.66666666666666
